,name,region,address,phone
334,신정네거리역점,서울,서울 양천구 중앙로 269(신정동) ,02-2065-7779
335,중곡역점,서울,"서울 광진구 능동로 409-1(중곡동) 1,2층",02-462-3300
336,대전가오점,대전,대전시 동구 은어송로 42-3 1층,042-282-3001
337,포미점,전남,전남 목포시 용해지구로 2 ,061-273-9282
338,충북대소점,충북,충북 음성군 대소면 대동로 876 1층,043-882-9997
339,의령점,경남,경남 의령군 의령읍 의병로 227-1,055-572-3388
340,천안법원점,충남,충남 천안시 동남구 청수5로 3(청당동) 1층,041-555-9388
341,안양평촌학원가점,경기,경기 안양시 동안구 귀인로 190(평촌동) 1층,031-381-1270
342,의정부경민점,경기,경기 의정부시 호국로1111번길 19(가능동) 1층,031-878-8982
343,세종새롬점,세종시,세종특별자치시 새롬중앙로 55(새롬동) 1층,044-867-0626
344,대전태평점,대전,대전시 중구 태평로 71 1층 (태평동),042-535-3311
345,광주신현리점,경기,"경기도 광주시 오포읍 신현로 84, 1동 1층",031-717-7183
346,파주봉일천점,경기,경기도 파주시 봉천로 42-1,031-944-7002
347,대전송강점,충북,대전 유성구 봉산로 15,042-936-1575
348,왕십리뉴타운점,서울,서울시 성동구 왕십리로 410,02-2281-8871
349,울산모다아울렛점,울산,울산 북구 진장유통로 78-6 4층 모다아울렛,052-935-3073
350,처인구청점,경기,경기 용인시 처인구 금령로 86(김량장동) ,031-321-0017
351,청주하복대점,충북,충북 청주시 흥덕구 증안로 20 1층,043-235-1008
352,부천약대점,경기,경기 부천시 중동로 416-1(삼정동) ,032-673-4512
353,안산반월점,경기,경기 안산시 상록구 건건로 123(건건동) ,031-438-7799
354,순천만국가정원점,전남,전남 순천시 국가정원1호길 162-11,*특수매장으로 일반전화가 없습니다
355,전남보성읍점,전남,전라남도 보성군 보성읍 중앙로 57 1층,061-852-4266
356,안성공도점,경기,"경기 안성시 공도읍 공도4로 3, 1층",031-651-9070
357,간성점,강원,강원 고성군 간성읍 간성로 63 1층,033-682-9500
358,남양주퇴계원점,경기,경기도 남양주시 퇴계원로 26 1층,031-574-1912
359,(신)평릉부곡점,강원,강원도 동해시 발한로 67-1,033-534-2117
360,대전도안점,대전,대전 유성구 봉명서로 31-13 1층,042-825-4111
361,관악대학동점,서울,"서울 관악구 신림로 89 대일고시원, 제비호 1층",02-6465-5362
362,인제읍점,강원,강원도 인제군 인제읍 비봉로 7 1층,033-461-2366
363,안동대점,경북,경북 안동시 경동로 1375 안동대학교 박물관 1층,054-820-6727
364,충주성서점,충북,충북 충주시 예성로 156-1(성서동) ,043-846-6780
365,안성진사리점,경기,경기 안성시 공도읍 진사길 18 1층,031-618-9991
366,영남대점,경북,경북 경산시 청운로 13-3 1층,053-811-7792
367,관악사당역점,서울,"서울 관악구 과천대로 947(남현동), 2층",02-585-2229
368,서대전점,대전,대전 중구 계백로 1689(오류동) 1층,042-522-6633
369,경인교대점,인천,인천 계양구 계양대로 166(계산동) 1층,032-555-0770
370,트리플스트리트점,인천,인천 연수구 송도과학로16번길 33-4(송도동) B1층 101호,032-310-9699
371,대구동성로점,대구,대구시 중구 동성로 6길 75 1층,053-423-5777
372,오남양지점,경기,경기도 남양주시 오남읍 진건오남로 812 1층,031-574-7503
373,대전반석점,대전,"대전 유성구 반석로 32 양지타워 1 ,2층",042-825-7133
374,화성병점동점,경기,경기 화성시 병점2로 44(병점동) ,031-236-1006
375,남양주평내점,경기,경기 남양주시 평내로29번길 49(평내동) 엠투프라자 제1층,031-594-2344
376,관악신대방역점,서울,서울 관악구 신사로 90(신림동) ,02-852-5888
377,울산약사점,울산,울산 중구 곽남7길 3(남외동) 1층,052-294-0998
378,수원세류점,경기,"경기 수원시 권선구 세지로 99(세류동, 삼익아파트) 상가동 102~103호",031-222-9759
379,용인흥덕점,경기,경기 용인시 기흥구 흥덕중앙로 41 ,031-216-4982
380,대구대점,경북,경북 경산시 진량읍 대구대로 252-2,053-246-2004
381,덕천점,부산,부산 북구 만덕대로 20-1,051-336-4000
382,NC백화점서면점,부산,부산 진구 동천로 92 (nc백화점 6층),051-794-7312
383,울산신선도원점,울산,울산시 북구 진장17길 10 2층 신선도원몰,052-916-0254
384,광양제철점,전남,전남 광양시 금호로 26,061-795-7931
385,제주남원점,제주,제주 서귀포시 남원읍 태위로 677-2 ,064-764-8299
386,순천모다아울렛점,전남,전남 순천시 해룡면 상성길 70 모다아울렛 3층,061-902-8093
387,아산순천향대점,충남,"충남 아산시 신창면 순천향로 14, 2층",041-542-4626
388,평창읍점,강원,강원도 평창군 평창읍 백오로 54,033-332-9333
389,모란역점,경기,경기도 성남시 중원구 성남대로 1144,031-755-5592
390,목포MBC점,전남,전남 목포시 영산로 333-1,061-272-3327
391,운정산내마을점,경기,"경기도 파주시 청암로17번길 53,108.109호",031-935-5011
392,용인보정점,경기,경기도 용인시 기흥구 죽전로 50,031-261-0566
393,노원하계점,서울,서울 노원구 노원로 257(하계동) ,02-979-1087
394,서울외대점,서울,서울 동대문구 이문로 108 2층,02-959-6632
395,파주LG디스플레이점,경기,경기도 파주시 월롱면 엘씨디로 201 복지동A,031-943-4030
396,시흥거모점,경기,"경기 시흥시 군자로 519(거모동, 해오름아파트102동) 101호",031-493-7700
397,강원속초점,강원,강원 속초시 중앙로 107-1(금호동) ,033-637-6008
398,진해자은점,경남,"경남 창원시 진해구 냉천로 160 ,204호(자은동)",055-551-0052 
399,계룡엄사점,충남,충남 계룡시 엄사면 엄사중앙로 106(엄사리 180-3),042-841-9288
400,고양중부대점,경기,경기 고양시 덕양구 동헌로 307번길 6,031-969-1001
401,인천길병원점,인천,인천 남동구 구월남로 182(구월동) ,032-466-9977
402,제주표선점,제주,제주 서귀포시 표선면 표선중앙로 8-4,064-787-9582
403,대구월성CGV점,대구,대구시 달서구 조암로 29 이래타워 1층 106호,053-638-4242
404,창원가음점,경남,경남 창원시 성산구 원이대로883길 15-24 201호,055-262-0019
405,고흥녹동점,전남,전남 고흥군 도양읍 우주항공로 54,061-842-4422
406,성남신흥점,경기,경기도 성남시 수정구 수정로 192 1층,031-751-3388
407,대전가수원점,충북,대전 서구 원도안로 16 (가수원동),042-542-4888
408,부평갈산점,인천,인천 부평구 주부토로 223(갈산동) 금강프라자,032-505-6500
409,송파풍납점,서울,서울 송파구 토성로 65(풍납동) ,02-477-7773
410,고양능곡점,경기,고양시 덕양구 지도로 101,031-972-8982
411,강남논현점,서울,서울 강남구 강남대로120길 47(논현동) ,02-3446-7776
412,창녕영산점,경남,경남 창녕군 영산면 영산계성로 64,055-521-2525
413,양산증산점,경남,경상남도 양산시 물금읍 야리로 112 ,055-366-6777
414,수원탑동점,경기,경기도 수원시 권선구 금호로 222,031-297-3690
415,종로대학로점,서울,서울 종로구 대명길 17(명륜4가) ,02-744-3618
416,창원안민점,경남,경남 창원시 성산구 안민안길 46,055-274-1578
417,충북보은점,충북,충북 보은군 보은읍 뱃들로 55-6,043-544-7060
418,우장산역점,서울,서울 강서구 강서로 271,02-2664-1212
419,청주수곡분평점,충북,충북 청주시 서원구 청남로 1999,043-286-3900
420,일산백석점,경기,경기도 고양시 일산동구 중앙로 1080,031-907-2141
421,동아대병원점,부산,부산 서구 보수대로 266(동대신동3가) ,051-255-9027
422,대곡역점,대구,대구시 달서구 비슬로 2728,053-643-7979
423,부산거제홈타운점,부산,부산 연제구 아시아드대로 88(거제동),051-505-1718
424,청주내수점,충북,충북 청주시 청원구 내수읍 내수로 724,043-215-4340
425,암사역점,서울,서울시 강동구 올림픽로 766,02-6406-2554
426,화서역점,경기,경기도 수원시 팔달구 덕영대로 697번길 17,031-255-9888
427,진주평거점,경남,경남 진주시 진양호로 84 성운빌딩1층,055-748-7075
428,한림대점,강원,강원도 춘천시 성심로 4-1,033-255-7992
429,천마산점,경기,경기도 남양주시 화도읍 경춘로 1661,031-511-1633
430,청주우암점,충북,충북 청주시 청원구 직지대로 889(우암동) 1층,043-221-7799
431,제주한림점,제주,제주특별자치도 제주시 한림읍 명랑로 2,064-796-3699
432,둔포테크노밸리점,충남,충남 아산시 둔포면 아산밸리중앙로 89 삼성플라자104,041-532-4240
433,종각역점,서울,서울시 종로구 종로2가 102-1,02-738-7771
434,정평점,경북,경북 경산시 대학로 36,053-815-5004
435,김포통진점,경기,경기도 김포시 통진읍 김포대로 2230번길 21-10,031-989-5117
436,충주연수점,충북,충북 충주시 갱고개로 143(연수동) ,043-845-9778
437,서산테크노밸리점,충남,충남 서산시 성연면 성연3로 29,041-669-8242
438,영통역점,경기,경기 수원시 영통구 봉영로 1590(영통동) ,031-202-5558
439,안산한대역점,경기,경기도안산시 상록구 광덕1로 380,031-416-7889
440,거제상동점,경남,경남 거제시 상동5길 115,055-633-7272
441,대전복합터미널점,대전,대전 동구 동서대로 1688(성남동) ,042-621-0125
442,부산시청점,부산,부산광역시 연제구 중앙대로 1037(연산동),051-863-9282
443,광주태전점,경기,경기 광주시 고불로 46번길 4,031-763-6249
444,순천왕지점,전남,전남 순천시 왕궁중앙길 2,061-725-4141
445,서귀중앙점,제주,제주특별자치도 서귀포시 중앙로 69,064-762-8299
446,율하점3,경남,경상남도 김해시 율하2로 52,055-327-9282
447,금천은행나무점,서울,서울 금천구 금하로 726,02-892-3338
448,봉명아이파크점,충북,"충북 청주시 흥덕구 덕암로 108번길 65, 1층",043-900-7766
449,세종아름점,세종시,"세종특별자치시 보듬3로 100(아름동,해피라움1)",044-866-4288
450,신서귀포점,제주,제주 서귀포시 대청로 39,064-732-8299
451,서울등촌점,서울,서울 양천구 목동중앙북로7길 20 (서울 양천구 목동 602-15),02-2652-6842
452,광주경안점,경기,경기 광주시 경안로 17,031-762-7672
453,수유역점,서울,서울시 강북구 도봉로87길 7,02-992-5050
454,대전산성동점,대전,대전 중구 대둔산로 391,042-584-0151
455,해운대중동점,부산,"부산 해운대구 해운대로 732 1층(중동, 해운대경남아너스빌)",051-744-5882
456,석계역점,서울,서울 노원구 석계로1길 18,02-909-5892
457,화천사내점,강원,강원도 화천군 사내면 사내로 42,033-441-8890
458,서울대입구역점,서울,서울 관악구 관악로 192,02-877-0032
459,향남롯데시네마점,경기,경기 화성시 향남읍 상신하길로298번길 7-23,031-354-6858
460,시흥신천점,경기,경기 시흥시 신천3길 47(신천동) ,031-313-9292
461,수내역점,경기,경기 성남시 분당구 백현로 101번길,031-719-5007
462,설악워터피아점,강원,강원도 속초시 미시령로2983번길 111 ,*특수매장으로 일반전화가 없습니다
463,대전만년점,대전,대전 서구 만년로 67번길 34-11,042-489-9229
464,포항효자점,경북,경북 포항시 남구 효자동길 7번길 7,054-282-3339
465,공주터미널점,충남,충남 공주시 신관로 59(신관동) ,041-852-9288
466,목동역점,서울,서울 양천구 오목로 205,02-2608-8988
467,제물포점,인천,인천 미추홀구 경인로 131,032-888-1313
468,춘천석사CGV점,강원,강원 춘천시 퇴계농공로 22(석사동) ,033-263-9393
469,괴산점,충북,충북 괴산군 괴산읍 읍내로9길 7,043-833-9992
470,세종보람점,세종시,"세종시 남세종로 462 위너스타워 103,104호",044-866-9299
471,포항지곡점,경북,경북 포항시 남구 지곡로 253(지곡동) ,054-286-3131
472,수원매탄2점,경기,경기 수원시 영통구 매탄로 108번길 10,031-216-7745
473,무동점,경남,광주 창원시 의창구 북면 동곡로 5 ,055-294-7498
474,부산월내점,부산,부산 기장군 장안읍 월내2길 1,051-727-3335
475,분당서현점,경기,경기 성남시 분당구 불정로 376번길 7,031-703-1530
476,군포당동점,경기,경기 군포시 고산로 246,031-392-0408
477,김해진례점,경남,경남 김해시 진례면 송현로 21,055-345-1224
478,충북금왕점,충북,충북 음성군 금왕읍 무극로 269,043-877-4320
479,천안통정점,충남,충남 천안시 동남구 통정10로 33-10,041-569-4282
480,김해삼방점,경남,경남 김해시 활천로 267번길 30,055-322-4913
481,영통2호점,경기,경기 수원시 영통구 봉영로 1759번길 8-9,031-202-1171
482,관양점,경기,경기 안양시 동안구 관평로 330,031-388-0505
483,합천점,경남,경남 합천군 합천읍 동서로 83-1,055-932-7887 
484,청주오창점,충북,충북 청주시 청원구 오창읍 중심상업1로 8-9,043-213-3392
485,원주흥업점,강원,강원 원주시 흥업면 남원로 85,033-762-8200
486,동탄나루마을점,경기,경기 화성시 동탄솔빛로 61,031-613-3832
487,수지상현점,경기,경기 용인시 수지구 만현로 100,031-266-4959
488,수원권선점,경기,경기 수원시 권선구 동수원로 242번길 18,031-226-8582
489,천호로데오점,서울,서울 강동구 천호대로 157길 7,02-470-0789
490,광주소촌점,광주,광주 광산구 소촌로 152번길 1,062-942-1190
491,청주사직운천점,충북,충북 청주시 서원구 사직대로 267-1,043-260-4288
492,수택3점,경기,경기 구리시 체육관로 80번길 28,031-563-1230
493,강서구청점,서울,서울 강서구 화곡로 296,02-2690-9234
494,공주중동점,충남,충남 공주시 웅진로 153-2,041-855-0020
495,월성본동점,대구,대구 달서구 학산로7길 82,053-555-3517
496,원주혁신도시점,강원,강원 원주시 혁신로 55,033-746-7667
497,청주율량2지구점,충북,충북 청주시 청원구 주성로 295,043-222-1147
498,대전청사점,대전,대전 서구 문예로 137,042-483-9225
499,nc백화점부산대점,부산,부산 금정구 부산대학로 63번길 2,051-515-5838
500,부산부암점,부산,부산 부산진구 새싹로 83-2,051-809-5605
501,건대로데오점,서울,서울 광진구 아차산로 224,02-469-1939
502,경주양남점,경북,경북 경주시 양남면 동해안로 643,054-775-8230
503,울산유니스트대학점,울산,울산 울주군 언양읍 유니스트길 50,*특수매장으로 일반전화가 없습니다
504,동탄능동점,경기,경기 화성시 동탄지성로 142,031-613-7709
505,빛가람1호점,전남,전남 나주시 월정5길 1,061-333-2256
506,원주우산점,강원,강원 원주시 상지대길 56,033-732-9888
507,청주복대점,충북,충북 청주시 흥덕구 복대로 138-1(복대동) ,043-908-8007
508,병점중앙점,경기,경기 화성시 효행로 1059,031-235-7702
509,민락2지구점,경기,경기 의정부시 오목로 225번길 141,031-851-1080
510,대구북비산점,대구,대구 서구 달서로 177-1,053-525-9945
511,대구옥포점,대구,대구 달성군 옥포면 돌미로 36,053-611-4244 
512,기흥구청점,경기,경기 용인시 기흥구 구갈로 70,031-274-7744
513,삼문코아점,경남,경남 김해시 능동로 155번길 10-21  201호,055-312-8290
514,용인동백점,경기,경기도 용인시 기흥구 동백중앙로 265,031-287-1900
515,주엽점,경기,경기 고양시 일산서구 중앙로 1456,031-913-3333
516,파장시장점,경기,경기도 수원시 장안로 272-9(정자동 537-2),031-271-6133
517,노원로데오점,서울,서울 노원구 상계로3길 16,02-951-5155
518,명지국제신도시점,부산,부산 강서구 명지국제8로 257,051-201-2011
519,이월드점,대구,대구 달서구 두류공원로 200,053-654-7942
520,안산본오점,경기,경기도 안산시 상록구 샘골로 187,031-408-1569
521,개금사거리점,부산,부산 부산진구 개금온정로 6,051-898-0206
522,둔산교보문고점,대전,대전 서구 대덕대로 226 (둔산동 1362),042-487-2599
523,방촌점,대구,대구 동구 동촌로 196,053-981-5556
524,고읍점,경기,경기도 양주시 고읍남로 20-5(광사동 653),031-844-1371
525,군위점,경북,경북 군위군 군위읍 도군로 2717 ,054-382-9996
526,영통1호점,경기,경기 수원시 영통구 덕영대로 1555번길 13,031-206-8114
527,광교중앙점,경기,경기 수원시 영통구 에듀타운로 23,031-216-6555 
528,간석역점,인천,인천 남동구 주안로 231,032-423-3939
529,울산웅촌점,울산,울산 울주군 웅촌면 곡천동문길 10 ,052-249-4515
530,용인상현역점,경기,경기 용인시 수지구 광교중앙로 319,031-214-2202
531,광주금호점,광주,광주 서구 풍금로 171번길 5,062-654-5123
532,천안목천점,충남,충남 천안시 목천읍 충절로 901-1,041-555-9242
533,죽동점,대전,대전 유성구 죽동로 298번길 76,042-825-3558
534,광명소하점,경기,경기 광명시 소하로 81,02-897-2777
535,수원천천점,경기,경기 수원시 장안구 만석로 19번길 35,031-271-5225
536,김해서상점,경남,경남 김해시 가락로 96,055-328-9978
537,양주덕계점,경기,경기 양주시 평화로 1440,031-857-8322
538,삼육대점,서울,경기 남양주시 불암로 41-56,031-572-0572
539,이수점,서울,서울 동작구 동작대로 27길 15,02-533-6912
540,오송점,충북,충북 청주시 흥덕구 오송읍 오송생명로 196 ,043-233-1005
541,광주진월점,광주,광주 남구 서문대로 666,062-651-1300
542,동탄2신도시점,경기,경기 화성시 동탄대로 시범길 148-54,031-372-9147
543,광주봉선점,광주,광주 남구 봉선로 176(봉선동 109-8),062-651-9285
544,괴정휴포레점,부산,부산 사하구 사하로 183,051-206-6243
545,장승포점,경남,광주 거제시 능포로 114(능포동) ,055-681-6242
546,옥천점,충북,충북 옥천군 옥천읍 중앙로 56,043-733-1017
547,부산송정점,부산,부산 해운대구 송정광어골로 21(송정동) ,051-704-8283
548,삼호터미널점,전남,전남 영암군 삼호읍 방아제로 2,061-464-4282
549,신림역점,서울,서울 관악구 남부순환로 1599-3(신림동) ,02-889-3888
550,전주혁신도시점,전북,전북 완주군 이서면 안전로 163,063-227-1301
551,광주첨단점,광주,광주 광산구 첨단중앙로 96,062-971-9388
552,경희대로점,서울,서울 동대문구 경희대로 5-1,02-967-7733
553,김해신세계점,경남,경남 김해시 전하로 304번길 24,055-272-1291
554,김포고촌점,경기,경기 김포시 고촌읍 김포대로 344,031-986-6545
555,충남부여점,충남,충남 부여군 부여읍 중앙로 12 ,041-837-9288
556,외도점,제주,제주 제주시 우령2길 40,064-711-8299
557,경기과기대점,경기,경기 시흥시 경기과기대로 269 학생회관 2층,031-488-9882
558,와수리점,강원,강원 철원군 서면 와수로 167-1,033-458-9191
559,수원금곡점,경기,경기 수원시 권선구 금곡로 102번길 38,031-292-9864
560,상동점,전남,전남 목포시 옥암로 118,061-281-5790
561,49로데오점,경기,경기 시흥시 중심상가3길 10,031-433-6968
562,지사점,부산,부산 강서구 과학산단로 306번길 10,051-973-3803
563,아산둔포점,충남,충남 아산시 둔포면 둔포로 37,041-533-8826
564,양산평산이마트점,경남,경남 양산시 평산로 33,055-367-9284
565,온천장점,부산,부산 동래구 온천장로 119번길 7,051-555-1579
566,청주용담광장점,충북,충북 청주시 상당구 수영로 229 신우빌딩 1층,043-291-8948
567,제천장락점,충북,충북 제천시 신죽하로 53,043-642-4900
568,온양온천점,충남,충남 아산시 온궁로 27 ,041-533-9280
569,김천혁신도시점,경북,경상북도 김천시 혁신4로 9,054-433-4234
570,산청점,경남,경남 산청군 산청읍 꽃봉산로 91번길 27,055-974-9988
571,세종고운점,세종시,세종특별시 마음로 70,044-864-9289 
572,야당역점,경기,경기 파주시 경의로 1080,031-943-8080
573,순천역점,전남,전남 순천시 팔마로 124-1,061-744-9222
574,망월사역점,경기,경기 의정부시 평화로 206,031-874-8828
575,지웰시티점,충북,충북 청주시 흥덕구 대농로 68,043-237-3373
576,울진후포점,경북,경북 울진군 후포면 후포삼율로 98 ,054-787-6288
577,울산삼호초등학교점,울산,울산 남구 굴화4길 27,052-222-1131
578,태평역점,경기,경기 성남시 수정구 수정로 80,031-755-8847
579,구월아시아드점,인천,인천 남동구 인하로 627,032-469-0576
580,수지구청역점,경기,경기 용인시 수지구 수지로 296번길 51-9,031-263-7111
581,별내북부점,경기,경기 남양주시 별내3로 318,031-575-3353
582,청주산남점,충북,충북 청주시 서원구 산남로 54,043-283-7754
583,북마산점,경남,광주 창원시 마산합포구 북성로 91(상남동) ,055-222-5990
584,신영통점,경기,경기 수원시 영통구 영통로 136,031-206-0456
585,신탄진점,대전,대전 대덕구 신탄진로 809-1(신탄진동) ,042-931-3331
586,나주터미널점,전남,전남 나주시 나주로 185,061-332-7092
587,오남점,경기,경기 남양주시 진건오남로 551,031-527-7502
588,동탄반송점,경기,경기 화성시 동탄원천로 163,031-613-0662
589,김포구래점,경기,경기 김포시 김포한강9로76번길 63(구래동) ,031-996-9070
590,평택포승점,경기,경기 평택시 포승읍 여술2길 26,031-684-8281
591,웨스턴돔점,경기,경기 고양시 일산동구 정발산로 24,031-903-4467
592,대구현풍점,대구,대구 달성군 유가면 테크노상업로 100,053-611-0805
593,강릉내곡점,강원,강원 강릉시 남부로 17번길 23,033-645-2200
594,신월점,서울,"서울 양천구 가로공원로 123(신월동, 우진팰리스) ",02-2698-0117
595,신라대점,부산,부산 사상구 백양대로 700번길 140,070-5102-1538
596,청주용암2동점,충북,충북 청주시 상당구 월평로 222(용암동),043-292-3322
597,까치산점,서울,서울 강서구 강서로 42-1,02-2608-8482
598,충북영동점,충북,충북 영동군 영동읍 중앙로3길 7 ,043-744-4458
599,동부올림픽점,부산,부산 해운대구 해운대로 428,051-731-0558
600,천안성정점,충남,충남 천안시 서북구 성정공원3길 4,041-564-9288
601,수원조원점,경기,경기 수원시 장안구 송원로 83,031-207-2255
602,시지고산점,대구,대구 수성구 달구벌대로 3130,053-792-0222
603,신촌점,서울,서울 서대문구 명물길 16,02-313-7733
604,의왕역점,경기,경기 의왕시 철도박물관로 71,031-462-3887
605,청주사천점,충북,충북 청주시 청원구 율봉로 19,043-212-7755
606,부천카톨릭대점,경기,경기 부천시 원미구 지봉로 43,032-345-8892
607,안산선부점,경기,경기 안산시 단원구 선부광장1로 30(선부동),031-414-5557
608,금산중부대점,충남,충남 금산군 추부면 대학로 186,041-752-9289
609,파동점,대구,대구 수성구 파동로 284,053-766-5888
610,논산오거리점,충남,충남 논산시 중앙로 419,041-732-4241
611,부산신개금점,부산,부산 부산진구 개금본동로 39,051-893-9295
612,포항연일점,경북,경북 포항시 남구 연일읍 연일로 159번길 20,054-278-5759
613,안산원곡점,경기,경기 안산시 단원구 화랑로 107,031-402-1577
614,원주중앙점,강원,강원 원주시 원일로 115번길 10,033-748-7786
615,마산현동점,경남,경남 창원시 마산합포구 현동9길 14,055-241-9282
616,아라점,제주,제주 제주시 아란7길 4,064-755-8299
617,김해삼정점,경남,"경상남도 김해시 삼정동 599-1,1층",055-326-1840
618,세종어진점,세종시,세종시 절재로 194 (어진동 547),044-866-9278
619,동양미래대점,서울,서울 구로구 경인로47길 30(고척동) ,02-2688-8800
620,예산산성점,충남,충남 예산군 예산읍 역전로 148 ,041-332-7389
621,해군교육사령부점(3정문),경남,경남 창원시 진해구 대영동2번지(3정문 장병면회실내2층),055-907-2437
622,홍대점,서울,서울 마포구 와우산로 100,02-323-6631
623,김포수변점,경기,경기 김포시 김포한강2로23번길 10(장기동) ,031-985-4289
624,대전지족점,대전,대전 유성구 지족동로 160(지족동) ,042-825-3336
625,양산물금역점,경남,경남 양산시 물금읍 물금로 20,055-381-1818
626,음성읍내점,충북,충북 음성군 음성읍 시장로 69,043-872-9582
627,범계점,경기,경기 안양시 동안구 평촌대로223번길 65(호계동) ,031-387-0201
628,울산업스퀘어점,울산,울산 남구 화합로 185,052-256-0275
629,부산대북문점,부산,부산 금정구 금강로 335번길 16,051-581-2222
630,관저건양대점,대전,대전 서구 도안남로 142,042-542-0959
631,죽전새터마을점,경기,경기 용인시 수지구 현암로 121,031-898-3737
632,양구읍점,강원,강원 양구군 양구읍 양록길 71,033-482-9282
633,인천동암역점,인천,인천 부평구 동암남로 4(십정동) ,032-421-5542
634,오태북삼점,경북,경북 칠곡군 북삼읍 금오대로8길 6-2,054-972-5582
635,청주성화점,충북,충북 청주시 서원구 신화로 34(성화동),043-237-8311
636,청주용암점,충북,충북 청주시 상당구 낙영로24번길 24(용암동) ,043-284-2030
637,양평역점,경기,경기 양평군 양평읍 양평시장길 32,031-775-5900
638,천안차암점,충남,충남 천안시 서북구 밤개울2길 1-2(차암동) ,041-552-9288
639,대전관평점,대전,대전 유성구 관들1길 55(관평동) ,042-932-9939
640,아산장재점,충남,충남 아산시 배방읍 용연로 84-27,041-546-9788
641,세종cgv점,세종시,세종시 도움1로 108,044-864-9211
642,화북남문점,제주,제주 제주시 일주동로 192,064-702-4448
643,울산강동산하점,울산,울산 북구 화암1길 2 B102호,052-293-7898
644,진주점,경남,경남 진주시 진양호로 206(평거동) ,055-747-7075
645,창원용호점,경남,광주 창원시 의창구 원이대로589번길 6-2(용호동) ,055-289-7755
646,전주동산점,전북,전북 전주시 덕진구 쪽구름로 58(동산동) ,063-214-0652
647,황금점,대구,대구 수성구 청수로 160(지산동) ,053-768-1111
648,김포감정점,경기,경기 김포시 중봉로 6(감정동) ,031-981-5470
649,오창2산단점,충북,충북 청주시 청원구 오창읍 2산단로 134 ,043-211-0170
650,강릉입암점,강원,강원 강릉시 성덕포남로 45-8(입암동) ,033-651-8988
651,전주서부시장점,전북,전북 전주시 완산구 효동2길 9(효자동1가) ,063-227-3132
652,담양읍점,전남,전남 담양군 담양읍 죽향대로 1195,061-383-8993
653,화정로데오점,경기,경기 고양시 덕양구 화신로 260번길 33,031-938-3457
654,구리역점,경기,경기 구리시 건원대로 34번길 15,031-558-8982
655,송탄점,경기,경기 평택시 관광특구로 37(서정동) ,031-668-2501
656,아산음봉점,충남,충남 아산시 음봉면 음봉로 529,041-542-9280
657,논산내동점,충남,충남 논산시 중앙로 212(내동) ,041-736-9288
658,광주풍암점,광주,광주광역시 서구 풍암2로 20,062-675-3536
659,다랭이마을점,경남,경남 남해군 남면 남면로 994(선구리 499-1번지),055-864-1133
660,경주첨성대점,경북,경북 경주시 첨성로 161(인왕동) ,054-771-5888
661,제주시청점,제주,제주 제주시 서광로 298(이도이동) ,064-725-9282
662,대진대점,경기,경기 포천시 호국로 1007-15,031-541-7772
663,진주초장점,경남,경남 진주시 초장로 14번길 24,055-761-6717
664,연동점,제주,제주 제주시 삼무로 59(연동) ,064-744-7979
665,고창읍점,전북,전북 고창군 고창읍 중앙로 230,063-564-0555
666,교하점,경기,경기 파주시 청석로 260,031-941-6668
667,갈현점,서울,서울 은평구 연서로27길 5(갈현동) ,02-389-5566
668,공항신도시점,인천,인천 중구 신도시남로141번길 9(운서동) ,032-747-0057
669,평택소사벌점,경기,경기 평택시 평남로 941(비전동) ,031-652-7750
670,자인점,경북,경북 경산시 자인면 설총로 939 ,053-854-7959
671,용호자이점,부산,부산 남구 신선로 566,051-621-9402
672,대전전민점,대전,대전 유성구 유성대로 1738,042-864-0775
673,아산탕정점,충남,충남 아산시 탕정면 탕정면로 54-6 ,041-544-4249
674,수원아주대점,경기,경기 수원시 팔달구 아주로 47,031-216-1007
675,의정부역점,경기,경기 의정부시 신흥로 240번길 26,031-877-8982
676,고잔신도시점,경기,경기 안산시 단원구 광덕동로 61(고잔동) ,031-403-8892
677,울산굴화장검점,울산,울산 울주군 범서읍 장검 1길 40,052-975-0505
678,경주중앙점,경북,경북 경주시 동성로 111(노동동) ,054-776-9797
679,선문대생활관점,충남,충남 아산시 탕정면 선문로 221번길 70,041-545-9294
680,대전아쿠아리움점,대전,대전 중구 보문산공원로 469,042-224-4008
681,성신여대점,서울,서울 성북구 동소문로22길 30(동선동1가) ,02-929-2582
682,충남금산점,충남,충남 금산군 금산읍 인삼로 65,041-753-9226
683,포항이동점,경북,경북 포항시 남구 대이로 169,054-272-9971
684,김포풍무점,경기,경기 김포시 풍무로 102,031-984-7889
685,대전송촌점,대전,대전 대덕구 계족산로 81번길 59-9(송촌동),070-5043-1453
686,목포장미공원점,전남,전남 목포시 비파로 35-1(상동) ,061-282-8338
687,완주봉동점,전북,전북 완주군 봉동읍 과학로 1033 ,063-263-2010
688,팽성점,경기,경기 평택시 팽성읍 동서촌로 54 ,031-691-8825
689,경주동천점,경북,경북 경주시 동천로 64,054-775-8778
690,천안직산점,충남,충남 천안시 서북구 직산읍 삼은3길 10 ,041-587-9288
691,장안점,서울,서울 동대문구 답십리로 302(장안동) ,02-2249-5818
692,청도점,경북,경북 청도군 청도읍 청화로 132,054-373-9959
693,시흥은행점,경기,경기 시흥시 은행로155번길 11(은행동) ,031-311-3567
694,신철원점,강원,강원 철원군 갈말읍 삼부연로7번길 6 ,033-452-7737
